"","image","xmin","ymin","xmax","ymax","label"
"22","TCGA_CS_4944_20010208_12.jpeg",65.7935779816514,91.8084862385321,132.354357798165,188.766055045872,"abnormal part"
"23","TCGA_CS_4944_20010208_11.jpeg",59.9850917431193,91.5126146788991,131.303899082569,192.756880733945,"abnormal part"
"24","TCGA_CS_4944_20010208_10.jpeg",51.5516055045872,80.0240825688073,133.920871559633,196.895642201835,"abnormal part"
"25","TCGA_CS_4944_20010208_13.jpeg",77.6502293577982,97.3853211009174,120.907110091743,176.176605504587,"abnormal part"
"26","TCGA_CS_4944_20010208_14.jpeg",70.1892201834862,110.655963302752,118.238532110092,156.497706422018,"abnormal part"
"27","TCGA_CS_4944_20010208_6.jpeg",67.3314220183486,87.4667431192661,112.870412844037,118.540137614679,"abnormal part"
"28","TCGA_CS_4944_20010208_9.jpeg",54.1605504587156,82.6215596330275,135.231651376147,194.447247706422,"abnormal part"
"29","TCGA_CS_4944_20010208_8.jpeg",54.2373853211009,82.0630733944954,125.45871559633,176.728211009174,"abnormal part"
"30","TCGA_CS_4944_20010208_7.jpeg",68.4139908256881,84.375,113.829128440367,121.290137614679,"abnormal part"
"31","TCGA_CS_5393_19990606_10.jpeg",126.400229357798,97.6903669724771,191.025229357798,215.650229357798,"abnormal part"
"32","TCGA_CS_5393_19990606_11.jpeg",131.269495412844,104.780963302752,182.965596330275,205.483944954128,"abnormal part"
"33","TCGA_CS_5393_19990606_12.jpeg",124.392201834862,103.042431192661,177.391055045872,205.620412844037,"abnormal part"
"34","TCGA_CS_5393_19990606_5.jpeg",142.5,98.1089449541284,170.731651376147,126.938073394495,"abnormal part"
"35","TCGA_CS_5393_19990606_6.jpeg",141.19380733945,93.5516055045872,190.229357798165,146.185779816514,"abnormal part"
"36","TCGA_CS_5393_19990606_7.jpeg",128.464449541284,93.3165137614679,194.521788990826,210.669724770642,"abnormal part"
"37","TCGA_CS_5393_19990606_9.jpeg",125.116972477064,92.7912844036697,194.034403669725,216.052752293578,"abnormal part"
"38","TCGA_CS_5393_19990606_8.jpeg",121.744266055046,88.3142201834862,199.146788990826,214.605504587156,"abnormal part"
"39","TCGA_CS_5395_19981004_14.jpeg",58.6685779816514,126.038990825688,99.5756880733945,154.317660550459,"abnormal part"
"40","TCGA_CS_5395_19981004_13.jpeg",58.3314220183486,123.327981651376,101.04128440367,157.754587155963,"abnormal part"
"41","TCGA_CS_5395_19981004_12.jpeg",58.3004587155963,123.202981651376,97.6410550458716,157.11123853211,"abnormal part"
"42","TCGA_CS_5396_20010302_12.jpeg",70.5389908256881,39.1811926605505,116.473623853211,67.6158256880734,"abnormal part"
"43","TCGA_CS_5396_20010302_13.jpeg",51.8360091743119,38.5619266055046,120.94495412844,107.159403669725,"abnormal part"
"44","TCGA_CS_5396_20010302_14.jpeg",58.7993119266055,39.9415137614679,144.978211009174,113.893348623853,"abnormal part"
"45","TCGA_CS_5396_20010302_15.jpeg",56.7350917431193,36.875,150.606651376147,118.862385321101,"abnormal part"
"46","TCGA_CS_5396_20010302_16.jpeg",50.4850917431193,37.7075688073394,150.271788990826,121.119266055046,"abnormal part"
"47","TCGA_CS_5396_20010302_17.jpeg",52.0653669724771,40.4713302752294,135.979357798165,118.758027522936,"abnormal part"
"48","TCGA_CS_5396_20010302_18.jpeg",54.6410550458716,46.7557339449541,126.325688073395,113.996559633028,"abnormal part"
"49","TCGA_CS_5396_20010302_19.jpeg",49.920871559633,50.8119266055046,122.18119266055,112.933486238532,"abnormal part"
"50","TCGA_CS_5396_20010302_20.jpeg",62.6788990825688,61.1628440366973,121.975917431193,107.38876146789,"abnormal part"
"51","TCGA_CS_5396_20010302_22.jpeg",94.0997706422018,101.31995412844,103.903669724771,109.55504587156,"abnormal part"
"52","TCGA_CS_5396_20010302_21.jpeg",68.6032110091743,68.6261467889908,116.389908256881,104.504587155963,"abnormal part"
"53","TCGA_CS_5397_20010315_10.jpeg",141.534403669725,108.832568807339,180.634174311927,174.56995412844,"abnormal part"
"54","TCGA_CS_5397_20010315_11.jpeg",146.589449541284,98.1995412844037,179.381880733945,175.981651376147,"abnormal part"
"55","TCGA_CS_5397_20010315_12.jpeg",139.856651376147,156.712155963303,161.391055045872,179.028669724771,"abnormal part"
"56","TCGA_CS_5397_20010315_7.jpeg",146.509174311927,89.1307339449541,196.033256880734,140.463302752294,"abnormal part"
"57","TCGA_CS_5397_20010315_8.jpeg",146.613532110092,88.947247706422,198.387614678899,164.619266055046,"abnormal part"
"58","TCGA_CS_5397_20010315_9.jpeg",140.407110091743,109.322247706422,176.185779816514,159.705275229358,"abnormal part"
"59","TCGA_CS_6186_20000601_15.jpeg",75.1146788990826,130.16628440367,122.782110091743,180.725917431193,"abnormal part"
"60","TCGA_CS_6186_20000601_16.jpeg",72.0389908256881,128.911697247706,119.590596330275,186.838302752294,"abnormal part"
"61","TCGA_CS_6186_20000601_17.jpeg",70.927752293578,122.870412844037,120.143348623853,186.713302752294,"abnormal part"
"62","TCGA_CS_6186_20000601_19.jpeg",72.9403669724771,136.490825688073,109.69380733945,182.91628440367,"abnormal part"
"63","TCGA_CS_6186_20000601_18.jpeg",70.8589449541284,128.903669724771,111.719036697248,186.782110091743,"abnormal part"
"64","TCGA_CS_6186_20000601_20.jpeg",77.7901376146789,142.412844036697,107.715596330275,167.224770642202,"abnormal part"
"65","TCGA_CS_6188_20010812_15.jpeg",162.278669724771,181.153669724771,189.670871559633,207.058486238532,"abnormal part"
"66","TCGA_CS_6188_20010812_16.jpeg",162.073394495413,179.947247706422,185.022935779817,207.197247706422,"abnormal part"
"67","TCGA_CS_6188_20010812_17.jpeg",160.658256880734,176.172018348624,190.747706422018,208.376146788991,"abnormal part"
"68","TCGA_CS_6665_20010817_10.jpeg",86.4621559633028,170.467889908257,113.010321100917,209.977064220184,"abnormal part"
"69","TCGA_CS_6665_20010817_11.jpeg",78.3910550458716,131.008027522936,117.016055045872,209.407110091743,"abnormal part"
"70","TCGA_CS_6665_20010817_12.jpeg",78.954128440367,149.938073394495,120.165137614679,210.243119266055,"abnormal part"
"71","TCGA_CS_6665_20010817_13.jpeg",72.3795871559633,152.202981651376,106.503440366972,215.864678899083,"abnormal part"
"72","TCGA_CS_6665_20010817_16.jpeg",68.3612385321101,152.682339449541,110.471330275229,213.172018348624,"abnormal part"
"73","TCGA_CS_6665_20010817_14.jpeg",66.1387614678899,151.126146788991,109.753440366972,214.577981651376,"abnormal part"
"74","TCGA_CS_6665_20010817_15.jpeg",65.4495412844037,152.063073394495,111.501146788991,217.018348623853,"abnormal part"
"75","TCGA_CS_6665_20010817_17.jpeg",67.6169724770642,144.498853211009,121.875,211.787844036697,"abnormal part"
"76","TCGA_CS_6665_20010817_18.jpeg",59.6961009174312,145.05504587156,120.551605504587,209.308486238532,"abnormal part"
"77","TCGA_CS_6665_20010817_19.jpeg",82.8004587155963,132.433486238532,116.481651376147,202.012614678899,"abnormal part"
"78","TCGA_CS_6665_20010817_20.jpeg",77.1926605504587,149.088302752294,118.01376146789,178.785550458716,"abnormal part"
"79","TCGA_CS_6666_20011109_13.jpeg",78.1032110091743,136.529816513761,99.4610091743119,185.957568807339,"abnormal part"
"80","TCGA_CS_6666_20011109_14.jpeg",65.1697247706422,134.948394495413,109.051605504587,208.480504587156,"abnormal part"
"81","TCGA_CS_6666_20011109_15.jpeg",61.2660550458716,134.735091743119,116.036697247706,209.587155963303,"abnormal part"
"82","TCGA_CS_6666_20011109_17.jpeg",57.2866972477064,130.040137614679,121.959862385321,218.732798165138,"abnormal part"
"83","TCGA_CS_6666_20011109_16.jpeg",56.756880733945,132.20871559633,120.532110091743,214.357798165138,"abnormal part"
"84","TCGA_CS_6666_20011109_18.jpeg",60.1720183486239,131.714449541284,120.782110091743,216.435779816514,"abnormal part"
"85","TCGA_CS_6666_20011109_19.jpeg",61.7064220183486,133.745412844037,120.25,214.94380733945,"abnormal part"
"86","TCGA_CS_6666_20011109_21.jpeg",62.8016055045872,137.400229357798,121.270642201835,207.094036697248,"abnormal part"
"87","TCGA_CS_6666_20011109_20.jpeg",61.4311926605505,134.692660550459,120.955275229358,211.831422018349,"abnormal part"
"88","TCGA_CS_6666_20011109_22.jpeg",72.2270642201835,144.957568807339,121.196100917431,205.009174311927,"abnormal part"
"89","TCGA_CS_6666_20011109_23.jpeg",81.3211009174312,151.364678899083,116.16628440367,199.952981651376,"abnormal part"
"90","TCGA_CS_6667_20011105_10.jpeg",145.887614678899,189.005733944954,171.665137614679,215.144495412844,"abnormal part"
"91","TCGA_CS_6667_20011105_11.jpeg",140.721330275229,178.552752293578,175.399082568807,223.926605504587,"abnormal part"
"92","TCGA_CS_6667_20011105_12.jpeg",137.199541284404,172.733944954128,183.55619266055,222.459862385321,"abnormal part"
"93","TCGA_CS_6667_20011105_13.jpeg",138.962155963303,172.490825688073,193.748853211009,223.074541284404,"abnormal part"
"94","TCGA_CS_6667_20011105_16.jpeg",148.615825688073,178.862385321101,188.621559633028,213.464449541284,"abnormal part"
"95","TCGA_CS_6667_20011105_15.jpeg",146.377293577982,176.042431192661,192.146788990826,216.255733944954,"abnormal part"
"96","TCGA_CS_6667_20011105_14.jpeg",140.627293577982,174.814220183486,194.272935779817,219.951834862385,"abnormal part"
"97","TCGA_CS_6667_20011105_17.jpeg",157.185779816514,180.813073394495,178.717889908257,201.766055045872,"abnormal part"
"98","TCGA_CS_6668_20011025_15.jpeg",157.692660550459,82.6915137614679,194.84747706422,117.68119266055,"abnormal part"
"99","TCGA_CS_6668_20011025_16.jpeg",154.889908256881,83.0711009174312,195.988532110092,124.868119266055,"abnormal part"
"100","TCGA_CS_6668_20011025_19.jpeg",149.75,85.4575688073395,200.427752293578,127.753440366972,"abnormal part"
"101","TCGA_CS_6668_20011025_18.jpeg",147.371559633028,82.6479357798165,196.81880733945,129.358944954128,"abnormal part"
"102","TCGA_CS_6668_20011025_17.jpeg",149.298165137615,79.2018348623853,198.091743119266,127.68119266055,"abnormal part"
"103","TCGA_CS_6668_20011025_20.jpeg",167.401376146789,90.6467889908257,195.198394495413,120.525229357798,"abnormal part"
"104","TCGA_CS_6668_20011025_21.jpeg",174.362385321101,91.8646788990826,193.095183486239,106.349770642202,"abnormal part"
"105","TCGA_CS_6669_20020102_11.jpeg",77.0298165137615,110.063073394495,104.363532110092,173.285550458716,"abnormal part"
"106","TCGA_CS_6669_20020102_10.jpeg",78.4908256880734,118.301605504587,102.212155963303,163.342889908257,"abnormal part"
"107","TCGA_CS_6669_20020102_12.jpeg",74.454128440367,105.823394495413,104.61123853211,171.172018348624,"abnormal part"
"108","TCGA_CS_6669_20020102_13.jpeg",70.868119266055,99.7901376146789,114.23623853211,174.900229357798,"abnormal part"
"109","TCGA_CS_6669_20020102_15.jpeg",75.0779816513761,111.229357798165,119.774082568807,202.876146788991,"abnormal part"
"110","TCGA_CS_6669_20020102_14.jpeg",72.1502293577982,100.811926605505,116.446100917431,180.723623853211,"abnormal part"
"111","TCGA_CS_6669_20020102_16.jpeg",75.5779816513761,118.067660550459,122.850917431193,200.731651376147,"abnormal part"
"112","TCGA_CS_6669_20020102_17.jpeg",68.9518348623853,126.135321100917,119.878440366972,200.884174311927,"abnormal part"
"113","TCGA_CS_6669_20020102_18.jpeg",89.9048165137615,146.342889908257,116.23623853211,193.917431192661,"abnormal part"
"114","TCGA_CS_6669_20020102_19.jpeg",83.8899082568807,154.469036697248,119.260321100917,196.980504587156,"abnormal part"
"115","TCGA_DU_5849_19950405_19.jpeg",137.448394495413,53.3199541284404,156.217889908257,98.704128440367,"abnormal part"
"116","TCGA_DU_5849_19950405_20.jpeg",138.182339449541,52.7844036697248,158.224770642202,96.4483944954129,"abnormal part"
"117","TCGA_DU_5849_19950405_22.jpeg",134.886467889908,50.2121559633028,167.987385321101,97.8073394495413,"abnormal part"
"118","TCGA_DU_5849_19950405_21.jpeg",138.893348623853,51.2293577981651,167.803899082569,97.1353211009174,"abnormal part"
"119","TCGA_DU_5849_19950405_23.jpeg",134.660550458716,47.5424311926606,170.369266055046,96.9942660550459,"abnormal part"
"120","TCGA_DU_5849_19950405_24.jpeg",135.884174311927,47.2821100917431,167.274082568807,100.844036697248,"abnormal part"
"121","TCGA_DU_5849_19950405_25.jpeg",133.55619266055,49.3451834862385,166.581422018349,107.465596330275,"abnormal part"
"122","TCGA_DU_5849_19950405_26.jpeg",136.348623853211,53.8451834862385,163.488532110092,108.987385321101,"abnormal part"
"123","TCGA_DU_5849_19950405_27.jpeg",136.399082568807,53.7408256880734,162.477064220184,108.314220183486,"abnormal part"
"124","TCGA_DU_5849_19950405_28.jpeg",137.419724770642,56.8933486238532,161.094036697248,107.626146788991,"abnormal part"
"125","TCGA_DU_5849_19950405_29.jpeg",137.676605504587,60.5183486238532,157.755733944954,107.565366972477,"abnormal part"
"126","TCGA_DU_5849_19950405_30.jpeg",136.770642201835,69.9323394495413,154.774082568807,103.105504587156,"abnormal part"
"127","TCGA_DU_5849_19950405_31.jpeg",135.837155963303,78.1502293577982,156.103211009174,96.1032110091743,"abnormal part"
"128","TCGA_DU_5851_19950428_12.jpeg",87.9885321100918,106.715596330275,115.622706422018,134.357798165138,"abnormal part"
"129","TCGA_DU_5851_19950428_13.jpeg",82.3245412844037,99.295871559633,117.544724770642,142.371559633028,"abnormal part"
"130","TCGA_DU_5851_19950428_15.jpeg",77.6135321100918,96.5642201834862,125.731651376147,155.105504587156,"abnormal part"
"131","TCGA_DU_5851_19950428_14.jpeg",74.2327981651376,93.9713302752294,119.834862385321,149.837155963303,"abnormal part"
"132","TCGA_DU_5851_19950428_16.jpeg",78.3704128440367,93.5252293577982,124.477064220183,154.128440366972,"abnormal part"
"133","TCGA_DU_5851_19950428_17.jpeg",77.9942660550459,99.2511467889908,128.725917431193,152.644495412844,"abnormal part"
"134","TCGA_DU_5851_19950428_19.jpeg",72.7889908256881,102.22247706422,126.18004587156,158.432339449541,"abnormal part"
"135","TCGA_DU_5851_19950428_20.jpeg",71.4610091743119,100.797018348624,121.856651376147,161.394495412844,"abnormal part"
"136","TCGA_DU_5851_19950428_18.jpeg",75.8497706422018,99.8646788990826,130.576834862385,153.336009174312,"abnormal part"
"137","TCGA_DU_5851_19950428_21.jpeg",76.3176605504587,103.113532110092,117.586009174312,157.795871559633,"abnormal part"
"138","TCGA_DU_5851_19950428_22.jpeg",80.3016055045872,106.467889908257,111.987385321101,157.454128440367,"abnormal part"
"139","TCGA_DU_5851_19950428_23.jpeg",84.170871559633,117.467889908257,104.514908256881,144.067660550459,"abnormal part"
"140","TCGA_DU_5852_19950709_12.jpeg",154.530963302752,132.614678899083,178.948394495413,159.063073394495,"abnormal part"
"141","TCGA_DU_5852_19950709_13.jpeg",151.649082568807,111.331422018349,175.606651376147,180.896788990826,"abnormal part"
"142","TCGA_DU_5852_19950709_15.jpeg",163.59747706422,129.994266055046,183.982798165138,174.532110091743,"abnormal part"
"143","TCGA_DU_5852_19950709_16.jpeg",158.098623853211,131.162844036697,178.798165137615,173.252293577982,"abnormal part"
"144","TCGA_DU_5852_19950709_14.jpeg",154.48623853211,118.855504587156,172.952981651376,172.864678899083,"abnormal part"
"145","TCGA_DU_5852_19950709_17.jpeg",144.408256880734,123.182339449541,170.764908256881,172.404816513761,"abnormal part"
"146","TCGA_DU_5852_19950709_18.jpeg",147.957568807339,109.029816513761,190.035550458716,152.696100917431,"abnormal part"
"147","TCGA_DU_5852_19950709_19.jpeg",145.365825688073,125.782110091743,161.941513761468,143.744266055046,"abnormal part"
"148","TCGA_DU_5853_19950823_25.jpeg",143.889908256881,107.125,165.502293577982,131.95871559633,"abnormal part"
"149","TCGA_DU_5853_19950823_26.jpeg",142.253440366972,100.561926605505,169.771788990826,137.893348623853,"abnormal part"
"150","TCGA_DU_5853_19950823_29.jpeg",135.303899082569,96.026376146789,177.864678899083,140.844036697248,"abnormal part"
"151","TCGA_DU_5853_19950823_28.jpeg",137.130733944954,96.5619266055046,177.102064220183,141.780963302752,"abnormal part"
"152","TCGA_DU_5853_19950823_27.jpeg",139.092889908257,98.3623853211009,174.172018348624,139.646788990826,"abnormal part"
"153","TCGA_DU_5853_19950823_30.jpeg",134.631880733945,97.9759174311927,174.110091743119,139.464449541284,"abnormal part"
"154","TCGA_DU_5853_19950823_31.jpeg",136.540137614679,103.980504587156,170.465596330275,138.450688073395,"abnormal part"
"155","TCGA_DU_5854_19951104_22.jpeg",92.4885321100918,151.044724770642,116.738532110092,181.756880733945,"abnormal part"
"156","TCGA_DU_5854_19951104_23.jpeg",93.6548165137615,153.332568807339,119.892201834862,189.521788990826,"abnormal part"
"157","TCGA_DU_5854_19951104_24.jpeg",96.3899082568807,143.110091743119,129.775229357798,190.977064220184,"abnormal part"
"158","TCGA_DU_5854_19951104_25.jpeg",107.287844036697,147.089449541284,132.322247706422,190.537844036697,"abnormal part"
"159","TCGA_DU_5854_19951104_26.jpeg",96.8428899082569,144.942660550459,134.126146788991,193.344036697248,"abnormal part"
"160","TCGA_DU_5854_19951104_27.jpeg",95.6766055045872,145.965596330275,134.063073394495,192.231651376147,"abnormal part"
"161","TCGA_DU_5854_19951104_28.jpeg",97.1685779816514,149.920871559633,133.400229357798,193.908256880734,"abnormal part"
"162","TCGA_DU_5854_19951104_29.jpeg",99.7614678899083,147.56995412844,132.084862385321,188.197247706422,"abnormal part"
"163","TCGA_DU_5854_19951104_30.jpeg",102.158256880734,151.510321100917,130.535550458716,179.865825688073,"abnormal part"
"164","TCGA_DU_5855_19951217_14.jpeg",104.799311926606,61.0665137614679,143.232798165138,111.077981651376,"abnormal part"
"165","TCGA_DU_5855_19951217_13.jpeg",112.141055045872,71.605504587156,132.22247706422,96.4105504587156,"abnormal part"
"166","TCGA_DU_5855_19951217_15.jpeg",85.670871559633,62.3509174311927,140.790137614679,133.436926605505,"abnormal part"
"167","TCGA_DU_5855_19951217_16.jpeg",85.7362385321101,60.3612385321101,149.660550458716,135.533256880734,"abnormal part"
"168","TCGA_DU_5855_19951217_17.jpeg",83.7213302752294,58.545871559633,143.58371559633,148.550458715596,"abnormal part"
"169","TCGA_DU_5855_19951217_18.jpeg",77.1066513761468,50.1043577981651,145.731651376147,133.983944954128,"abnormal part"
"170","TCGA_DU_5855_19951217_19.jpeg",80.1938073394495,51.9885321100917,143.213302752294,133.56995412844,"abnormal part"
"171","TCGA_DU_5855_19951217_20.jpeg",80.868119266055,56.6720183486239,133.980504587156,133.396788990826,"abnormal part"
"172","TCGA_DU_5855_19951217_21.jpeg",88.6307339449541,62.0894495412844,133.657110091743,131.521788990826,"abnormal part"
"173","TCGA_DU_5855_19951217_22.jpeg",98.125,70.1616972477064,130.839449541284,128.243119266055,"abnormal part"
"174","TCGA_DU_5855_19951217_23.jpeg",114.19380733945,74.5481651376147,126.19380733945,124.469036697248,"abnormal part"
"175","TCGA_DU_5871_19941206_18.jpeg",118.654816513761,56.947247706422,168.889908256881,121.213302752294,"abnormal part"
"176","TCGA_DU_5871_19941206_19.jpeg",113.294724770642,55.4266055045872,174.697247706422,126.48623853211,"abnormal part"
"177","TCGA_DU_5871_19941206_17.jpeg",125.450688073395,75.7660550458716,155.911697247706,108.538990825688,"abnormal part"
"178","TCGA_DU_5871_19941206_21.jpeg",111.745412844037,50.8233944954128,171.762614678899,134.467889908257,"abnormal part"
"179","TCGA_DU_5871_19941206_20.jpeg",119.360091743119,52.1662844036697,173.021788990826,134.439220183486,"abnormal part"
"180","TCGA_DU_5871_19941206_22.jpeg",113.346330275229,47.4483944954128,178.80619266055,134.378440366972,"abnormal part"
"181","TCGA_DU_5871_19941206_23.jpeg",114.957568807339,48.4827981651376,181.684633027523,133.182339449541,"abnormal part"
"182","TCGA_DU_5871_19941206_24.jpeg",114.836009174312,51.0860091743119,178.957568807339,134.345183486239,"abnormal part"
"183","TCGA_DU_5871_19941206_25.jpeg",120.779816513761,53.4415137614679,173.399082568807,136.897935779817,"abnormal part"
"184","TCGA_DU_5871_19941206_28.jpeg",125.514908256881,72.2672018348624,172.967889908257,138.994266055046,"abnormal part"
"185","TCGA_DU_5871_19941206_27.jpeg",124.842889908257,64.2362385321101,168.608944954128,138.65252293578,"abnormal part"
"186","TCGA_DU_5871_19941206_26.jpeg",123.628440366972,58.6284403669725,177.838302752294,137.082568807339,"abnormal part"
"187","TCGA_DU_5871_19941206_29.jpeg",125.407110091743,80.0848623853211,167.879587155963,140.329128440367,"abnormal part"
"188","TCGA_DU_5871_19941206_30.jpeg",125.364678899083,98.2912844036697,156.595183486239,137.822247706422,"abnormal part"
"189","TCGA_DU_5872_19950223_33.jpeg",127.956422018349,65.9942660550459,171.198394495413,114.060779816514,"abnormal part"
"190","TCGA_DU_5872_19950223_34.jpeg",125.634174311927,64.9139908256881,174.27752293578,118.372706422018,"abnormal part"
"191","TCGA_DU_5872_19950223_36.jpeg",120.459862385321,60.9690366972477,181.071100917431,123.884174311927,"abnormal part"
"192","TCGA_DU_5872_19950223_35.jpeg",121.030963302752,62.2488532110092,176.72247706422,122.06995412844,"abnormal part"
"193","TCGA_DU_5872_19950223_37.jpeg",120.060779816514,61.0160550458716,179.776376146789,124.69380733945,"abnormal part"
"194","TCGA_DU_5872_19950223_38.jpeg",118.719036697248,58.8520642201835,181.988532110092,127.266055045872,"abnormal part"
"195","TCGA_DU_5872_19950223_40.jpeg",122.553899082569,52.4311926605505,181.959862385321,128.368119266055,"abnormal part"
"196","TCGA_DU_5872_19950223_39.jpeg",121.751146788991,56.4243119266055,182.595183486239,126.172018348624,"abnormal part"
"197","TCGA_DU_5872_19950223_41.jpeg",124.836009174312,52.2110091743119,184.005733944954,128.105504587156,"abnormal part"
"198","TCGA_DU_5872_19950223_42.jpeg",125.275229357798,51.730504587156,183.129587155963,128.116972477064,"abnormal part"
"199","TCGA_DU_5872_19950223_45.jpeg",128.329128440367,59.7477064220184,178.356651376147,127.135321100917,"abnormal part"
"200","TCGA_DU_5872_19950223_44.jpeg",125.894495412844,54.4678899082569,180.133027522936,128.974770642202,"abnormal part"
"201","TCGA_DU_5872_19950223_43.jpeg",126.737385321101,52.0172018348624,181.344036697248,128.172018348624,"abnormal part"
"202","TCGA_DU_5872_19950223_46.jpeg",132.557339449541,60.0298165137615,178.037844036697,128.670871559633,"abnormal part"
"203","TCGA_DU_5872_19950223_47.jpeg",134.686926605505,62.5217889908257,176.772935779817,128.073394495413,"abnormal part"
"204","TCGA_DU_5872_19950223_49.jpeg",135.024082568807,66.5607798165138,171.535550458716,126.811926605505,"abnormal part"
"205","TCGA_DU_5872_19950223_48.jpeg",134.776376146789,66.7649082568807,173.394495412844,126.337155963303,"abnormal part"
"206","TCGA_DU_5872_19950223_50.jpeg",137.588302752294,69.4655963302752,171.066513761468,128.510321100917,"abnormal part"
"207","TCGA_DU_5872_19950223_51.jpeg",140.407110091743,71.5435779816514,170.758027522936,126.365825688073,"abnormal part"
"208","TCGA_DU_5872_19950223_52.jpeg",142.47247706422,77.243119266055,168.491972477064,120.082568807339,"abnormal part"
"209","TCGA_DU_5874_19950510_20.jpeg",139.63876146789,96.5711009174312,150.966743119266,108.911697247706,"abnormal part"
"210","TCGA_DU_5874_19950510_22.jpeg",123.667431192661,71.8142201834862,154.008027522936,101.408256880734,"abnormal part"
"211","TCGA_DU_5874_19950510_21.jpeg",128.699541284404,77.125,147.594036697248,99.079128440367,"abnormal part"
"212","TCGA_DU_5874_19950510_24.jpeg",122.841743119266,69.7362385321101,154.701834862385,110.61123853211,"abnormal part"
"213","TCGA_DU_5874_19950510_23.jpeg",123.488532110092,68.3635321100918,154.276376146789,107.151376146789,"abnormal part"
"214","TCGA_DU_5874_19950510_25.jpeg",124.752293577982,71.6169724770642,152.714449541284,110.214449541284,"abnormal part"
"215","TCGA_DU_5874_19950510_26.jpeg",124.310779816514,72.2821100917431,152.505733944954,108.641055045872,"abnormal part"
"216","TCGA_DU_5874_19950510_27.jpeg",125.56880733945,74.4919724770642,147.446100917431,106.566513761468,"abnormal part"
"217","TCGA_DU_6399_19830416_13.jpeg",83.7970183486239,84.0905963302752,108.917431192661,109.136467889908,"abnormal part"
"218","TCGA_DU_6399_19830416_14.jpeg",80.6364678899083,83.0538990825688,112.474770642202,117.822247706422,"abnormal part"
"219","TCGA_DU_6399_19830416_17.jpeg",75.6433486238532,81.5412844036697,118.20871559633,126.567660550459,"abnormal part"
"220","TCGA_DU_6399_19830416_16.jpeg",77.4667431192661,79.829128440367,119.353211009174,121.615825688073,"abnormal part"
"221","TCGA_DU_6399_19830416_15.jpeg",76.3084862385321,80.1892201834862,115.364678899083,120.326834862385,"abnormal part"
"222","TCGA_DU_6399_19830416_18.jpeg",74.2557339449541,82.8440366972477,113.803899082569,131.142201834862,"abnormal part"
"223","TCGA_DU_6399_19830416_19.jpeg",72.3990825688073,81.2935779816514,121.612385321101,135.175458715596,"abnormal part"
"224","TCGA_DU_6399_19830416_21.jpeg",72.019495412844,79.9403669724771,121.838302752294,138.20871559633,"abnormal part"
"225","TCGA_DU_6399_19830416_20.jpeg",71.9965596330275,80.7626146788991,122.090596330275,135.30619266055,"abnormal part"
